mission_id,program_id,mission_category,mission_name
2386,249,실습/연습,진로캠프 활동 영상 시청하기
2390,251,실습/연습,선풍기 만들기
2392,251,실습/연습,회전 그네 만들기
2394,251,실습/연습,움직이는 목표물
2395,251,실습/연습,게임을 통한 협응력 발휘
2398,250,실습/연습,자동차 만들기
2401,250,실습/연습,만들기 응용하기
2402,250,실습/연습,짤수기 만들기
2403,250,실습/연습,여러가지 모양으로 변형 시키기
2404,250,실습/연습,청소차 만들기
2405,250,실습/연습,여러 기능을 첨가하기
2406,41,실습/연습,2교시 도입
2407,41,실습/연습,2교시 전개
2408,41,실습/연습,2교시 정리
2409,41,실습/연습,3교시 준비
2410,41,실습/연습,3교시 도입
2411,41,실습/연습,3교시 전개
2412,41,실습/연습,3교시 정리
2413,252,실습/연습,성냥팔이 소녀 읽기
2415,252,실습/연습,자신의 소원을 글로 표현하기
2425,259,실습/연습,음정익히기
2426,259,실습/연습,연음되는 가사 발음처리하기
2428,259,실습/연습,고음처리 방법 익히기
2429,259,실습/연습,무대매너 익히기
2430,259,실습/연습,가사에 어울리는 발성(소리)내기
2432,257,실습/연습,사전 활동하기
2434,257,실습/연습,게임 활동 진행
2437,258,실습/연습,창업 과제 수행하기1
2446,261,실습/연습,체스 전략 사용하기
2448,262,실습/연습,듣고 따라하기
2479,269,실습/연습,준비
2480,269,실습/연습,도입
2481,269,실습/연습,전개
2482,269,실습/연습,정리
2483,270,실습/연습,수업 준비
2485,270,실습/연습,보드게임 해보기
2486,270,실습/연습,마무리하기
2487,271,실습/연습,준비하기
2488,271,실습/연습,썬캐쳐 구상하기
2489,271,실습/연습,썬캐쳐 제작하기
2492,272,실습/연습,게임 시작하기
2493,272,실습/연습,게임 진행하기
2498,273,실습/연습,게임 활동 진행하기
2500,274,실습/연습,도입
2502,274,실습/연습,활동지 작성 완료
2504,275,실습/연습,도입
2512,277,실습/연습,액자속에 감나무(도입)
2513,277,실습/연습,액자속의 감나무(전개)
2514,277,실습/연습,액자속의 감나무(마무리)
2515,278,실습/연습,준비
2516,278,실습/연습,도입
2517,278,실습/연습,전개
2518,278,실습/연습,정리
2519,277,실습/연습,움직이는 자동차(도입)
2520,277,실습/연습,움직이는 자동차(전개)
2521,277,실습/연습,움직이는 자동차(마무리)
2522,277,실습/연습,내가 만드는 이젤(도입)
2523,277,실습/연습,내가 만드는 이젤(전개)
2524,277,실습/연습,내가 만드는 이젤(마무리)
2525,277,실습/연습,나무가 있는 벽걸이(도입)
2526,277,실습/연습,나무가 있는 벽걸이(전개)
2527,277,실습/연습,나무가 있는 벽걸이(마무리)
2529,255,실습/연습,바퀴 모터 조립하기
2530,255,실습/연습,로봇 바퀴 조립하기
2531,255,실습/연습,배터리 케이스 조립하기
2532,255,실습/연습,모터드라이버 연결하기
2533,255,실습/연습,배선 연결하기
2537,279,실습/연습,사업계획서 작성하기
2543,281,실습/연습,도입
2544,281,실습/연습,전개
2545,281,실습/연습,마무리
2546,277,실습/연습,흔들그네(도입)
2547,277,실습/연습,흔들그네(전개)
2548,277,실습/연습,흔들그네(마무리)
2549,277,실습/연습,크리스마스장식(도입)
2550,277,실습/연습,크리스마스장식(전개)
2551,277,실습/연습,크리스마스장식(마무리)
2552,282,실습/연습,준비
2553,282,실습/연습,도입
2554,282,실습/연습,전개
2555,282,실습/연습,정리
2562,284,실습/연습,독서
2563,284,실습/연습,감상문 작성
2575,287,실습/연습,"워밍업-러닝,스트레칭"
2576,287,실습/연습,공을 잡을때 기본자세
2577,287,실습/연습,수비시 기본자세와 스텝
2578,287,실습/연습,이동하며 공잡고 기본자세와 수비자세
2581,287,실습/연습,"점프슛, 레이업슛"
2583,287,실습/연습,드리블 술래잡기
2584,287,실습/연습,다섯손가락 드리블
2585,287,실습/연습,한손 드리블 슛
2586,287,실습/연습,양손 드리블 슛
2587,289,실습/연습,"워밍업-러닝, 스트레칭1"
2588,289,실습/연습,공을 잡을때 기본자세1
2589,289,실습/연습,수비시 기본자세와 스텝1
2590,289,실습/연습,이동하며 공잡고 기본자세와 수비자세1
2593,289,실습/연습,"점프슛, 레이업슛1"
2595,289,실습/연습,드리블 술래잡기1
2598,289,실습/연습,양손 드리블 슛1
2599,288,실습/연습,베이스 러닝
2600,288,실습/연습,패스방법과 익히기
2601,288,실습/연습,2인패스 익히기
2602,288,실습/연습,공 2개로 패스하며 정확성과 타이밍 습득
2603,288,실습/연습,레이업슛
2604,288,실습/연습,점프슛
2605,288,실습/연습,골밑 슛
2606,288,실습/연습,1:1슛
2607,288,실습/연습,1:1 공격 수비
2608,288,실습/연습,2:2 공격 수비
2609,288,실습/연습,5:5 실전 경기
2611,290,실습/연습,2인 패스 익히기1
2612,290,실습/연습,공 2개로 패스하며 정확성과 타이밍 습득1
2613,290,실습/연습,레이업슛1
2614,290,실습/연습,점프슛1
2615,290,실습/연습,골밑 슛1
2616,290,실습/연습,미들슛
2617,290,실습/연습,무빙슛
2618,290,실습/연습,1:1슛1
2625,291,실습/연습,워밍업2
2626,291,실습/연습,공잡기 기본 스텝2
2628,294,실습/연습,체스 전략 사용하기
2630,294,실습/연습,사후 활동
2631,291,실습/연습,수비기본 스텝2
2632,291,실습/연습,지역방어
2633,291,실습/연습,맨투맨 방어
2634,291,실습/연습,하프코트 레이업 슛
2635,291,실습/연습,올코트 드리블 레이업 슛
2636,291,실습/연습,2인 속공패스
2637,291,실습/연습,3인 속공패스
2638,291,실습/연습,4인 속공패스
2639,291,실습/연습,2:2경기
2640,291,실습/연습,5:5경기
2641,292,실습/연습,워밍업2
2642,292,실습/연습,공잡기 기본 스텝2
2643,292,실습/연습,수비기본 스텝2
2644,292,실습/연습,지역방어
2647,292,실습/연습,올코트 드리블 레이업 슛
2648,292,실습/연습,2인 속공패스
2649,292,실습/연습,3인 속공패스
2650,292,실습/연습,4인 속공패스
2652,292,실습/연습,5:5 실전 경기2
2681,298,실습/연습,독서하기
2685,298,실습/연습,보드게임 진행 활동하기
2687,297,실습/연습,책 고르기
2688,297,실습/연습,독서 활동
2717,304,실습/연습,메모리 게임
2730,306,실습/연습,줄기와 잎 그림 그려보기
2760,313,실습/연습,창업 과제 수행1
2763,313,실습/연습,창업 과제 수행2
2781,318,실습/연습,자기 소개하기
2785,318,실습/연습,피드백 내용 정리하기
2786,116,실습/연습,정리
2787,94,실습/연습,인사 나누기
2797,55,실습/연습,기관 모니터링 보고 및 정리
2807,61,실습/연습,1교시 준비
2808,61,실습/연습,1교시 도입
2809,61,실습/연습,1교시 전개
2810,61,실습/연습,1교시 마무리
2811,61,실습/연습,2교시 준비
2812,61,실습/연습,2교시 도입
2813,61,실습/연습,2교시 전개
2814,61,실습/연습,2교시 마무리
2815,61,실습/연습,3교시 준비
2816,61,실습/연습,3교시 도입
2817,61,실습/연습,3교시 전개
2818,61,실습/연습,3교시 마무리
2819,61,실습/연습,인사나누기
2820,61,실습/연습,팀이름 짓기
2821,61,실습/연습,미니책 만들기
2822,61,실습/연습,단풍씨앗 만들기
2824,61,실습/연습,줄을 이용한 게임하기
2826,61,실습/연습,열매와 씨앗을 이용한 게임하기
2827,61,실습/연습,시상 및 수업 마무리
2829,300,실습/연습,강의와 활동
2832,258,실습/연습,창업 과제 수행하기2
2835,258,실습/연습,창업 과제 수행하기3
2840,315,실습/연습,<아홉 켤레의 구두로 남은 사내> 감상
2843,315,실습/연습,<아홉 켤레의 구두로 남은 사내> 줄거리 요약하기
2886,175,실습/연습,종이에 클레이로 음이름 붙이기
2888,175,실습/연습,메이키 메이키 영상 시청하기
2889,175,실습/연습,메이키 메이키 피아노 만들기
2890,175,실습/연습,피아노 만들어 소리 내어 보기
2891,157,실습/연습,몸풀기 스트레칭
2892,157,실습/연습,달리기
2893,157,실습/연습,좌우 다리동작 연습하며 셔틀콕 왕복 집기
2894,157,실습/연습,앞뒤 다리 동작 연습하며 셔틀콕 네트 올려두기
2895,157,실습/연습,단체 백핸드 자세 연습
2896,157,실습/연습,1대1 백핸드 자세 강습
2897,157,실습/연습,백핸드 원리 설명
2898,157,실습/연습,자유 랠리 연습
2899,157,실습/연습,1대1 레프트 백핸드 타법 강습
2900,157,실습/연습,서브연습
2901,157,실습/연습,2대2 단체 랠리
2902,157,실습/연습,뒷정리 및 마무리
2912,321,실습/연습,자기소개
2913,321,실습/연습,자기이해
2914,321,실습/연습,감정인식
2915,321,실습/연습,스트레스 해소
2916,321,실습/연습,정서안정
2917,321,실습/연습,긍정적 자기상
2918,322,실습/연습,자기소개
2919,322,실습/연습,자기인식
2920,322,실습/연습,감정인식
2921,322,실습/연습,긍정점 찾기
2927,323,실습/연습,AI 로봇 학습시키기
2930,328,실습/연습,게임 진행 활동 및 태도
2931,322,실습/연습,자기이해
2934,322,실습/연습,성격이해
2947,320,실습/연습,3D펜 작동법 익히기
2948,320,실습/연습,2D 작품 만들기
2949,320,실습/연습,3D 작품 만들기
2950,320,실습/연습,정리하고 작품 감상하기
2951,330,실습/연습,"""고양이 춤"" 합주곡에서 각자의 파트를 맡아서 함께 연주하기"
2964,325,실습/연습,준비
2965,325,실습/연습,도입
2966,325,실습/연습,전개
2967,325,실습/연습,정리
2968,247,실습/연습,직업 이해 및 실습5
2969,247,실습/연습,직업 이해 및 실습6
2970,247,실습/연습,직업 이해 및 실습7
2971,247,실습/연습,직업 이해 및 실습8
2972,327,실습/연습,1교시 준비
2973,327,실습/연습,1교시 도입
2974,327,실습/연습,1교시 전개
2975,327,실습/연습,1교시 정리
2982,157,실습/연습,준비운동하기
2983,157,실습/연습,셔틀콕 잡고 포물선으로 던지기
2984,157,실습/연습,라켓으로 셔틀콕 반복해 쳐올리기
2985,157,실습/연습,기록 체크하기
2986,157,실습/연습,언더핸드 스윙방법 배우기
2987,157,실습/연습,언더핸드 스윙 1:1 개인지도
2988,157,실습/연습,2:2로 게임하기
2990,320,실습/연습,수업 준비하기
2991,320,실습/연습,이전 3D작품 마무리하기
2993,320,실습/연습,LED 무당벌레 만들기
2994,320,실습/연습,마무리 작업 및 자리정돈
3021,340,실습/연습,관계형성
3041,341,실습/연습,자기소개하기
3042,341,실습/연습,감정인식하기
3043,341,실습/연습,장점 찾기
3044,341,실습/연습,관점변화하기
3045,341,실습/연습,자신의 신체 소중히 하기
3046,341,실습/연습,꿈찾기
3047,342,실습/연습,광고판 꾸미기
3048,342,실습/연습,감정 찾기
3049,342,실습/연습,타인의 감정맞추기
3050,342,실습/연습,내 생각인식하기
3051,342,실습/연습,나를 발견하기
3052,342,실습/연습,서로 다른 우리 인식하기
3053,343,실습/연습,우리 함께해요
3054,343,실습/연습,관계 맺기
3055,343,실습/연습,나의 삶의 의미 찾기
3056,343,실습/연습,사회 속의 나 찾기
3057,343,실습/연습,우리의 소망
3060,317,실습/연습,스케치하기
3061,317,실습/연습,채색하기
3070,252,실습/연습,겨울 주제에 맞는 시쓰기
3072,345,실습/연습,1교시 준비
3073,345,실습/연습,1교시 도입
3074,345,실습/연습,1교시 전개
3075,345,실습/연습,1교시 정리
3101,350,실습/연습,자기이해
3102,350,실습/연습,자기탐색
3103,350,실습/연습,자기인식
3104,350,실습/연습,자기존중
3105,350,실습/연습,장점인식
3106,350,실습/연습,감정인식
3107,350,실습/연습,긍정감정 표현하기
3108,350,실습/연습,타인감정수용
3109,350,실습/연습,타인감정이해
3110,350,실습/연습,타인감정공감
3111,350,실습/연습,타인배려
3112,350,실습/연습,타인협동
3113,350,실습/연습,타인존중
3114,350,실습/연습,관계인성
3115,350,실습/연습,타인응원
3116,350,실습/연습,긍정적 관계형성
3123,320,실습/연습,수업 준비하기(11/11)
3124,320,실습/연습,이전 3D작품 마무리하기(11/11)
3125,320,실습/연습,전기회로 부품 탐구 및 태양광 풍차 만들기
3126,320,실습/연습,태양광 풍차 만들기 - 모터 연결하기
3127,320,실습/연습,마무리 작업
3128,218,실습/연습,2교시 도입
3129,218,실습/연습,2교시 전개
3130,218,실습/연습,2교시 정리
3131,218,실습/연습,3교시 준비
3132,218,실습/연습,3교시 도입
3133,218,실습/연습,3교시 전개
3134,218,실습/연습,3교시 정리
3161,71,실습/연습,2교시 전개
3162,71,실습/연습,2교시 정리
3251,374,실습/연습,팽이만들기 수행하기
3252,374,실습/연습,팽이돌려보며 친구들과 시합하기
3254,373,실습/연습,사전활동
3256,373,실습/연습,활동 수행 및 태도
3259,373,실습/연습,활동 수행 및 태도(연산숫자 색칠하기)
3261,373,실습/연습,만다라 색칠 수행하기
3264,373,실습/연습,활동 수행 및 태도(마스크보관함)
3267,373,실습/연습,작은책 만들기 수행하기
3272,373,실습/연습,암호풀이 활동하기
3282,375,실습/연습,똑같이 그리기 활동 수행 및 태도
3283,375,실습/연습,시청각을 이용한 동화 감상하기
3295,375,실습/연습,가을나무 종이접기 활동 수행하기
3304,375,실습/연습,신발만들기 활동 수행 및 태도
3306,375,실습/연습,가로세로 퍼즐 맞추기 활동 수행 및 태도
3339,100,실습/연습,인사 및 마무리하기
3340,378,실습/연습,준비
3341,378,실습/연습,도입
3342,378,실습/연습,전개
3343,378,실습/연습,정리
3344,380,실습/연습,준비
3345,380,실습/연습,도입
3346,380,실습/연습,전개
3347,380,실습/연습,정리
3348,379,실습/연습,준비
3349,379,실습/연습,도입
3350,379,실습/연습,전개
3351,379,실습/연습,정리
3352,78,실습/연습,준비
3353,78,실습/연습,도입
3354,78,실습/연습,전개
3355,78,실습/연습,정리
3356,78,실습/연습,컵케이크 만들기 준비하기
3357,78,실습/연습,짤주머니를 사용하여 컵케이크 크림장식하기
3358,78,실습/연습,컵케이크 위에 장식얹어 완성하기
3359,78,실습/연습,컵케이크 포장상자 접기
3360,78,실습/연습,컵케이크 완성 후 정리
3364,87,실습/연습,큰 나뭇잎 주워서 왕관 만들기
3365,87,실습/연습,나뭇잎으로 돛단배 만들기
3366,87,실습/연습,정자에 앉아 가을에게 편지쓰기
3367,87,실습/연습,도토리 굴리기
3368,382,실습/연습,준비
3369,382,실습/연습,도입
3370,382,실습/연습,전개
3371,382,실습/연습,정리
3372,381,실습/연습,준비
3373,381,실습/연습,도입
3374,381,실습/연습,전개
3375,381,실습/연습,정리
3376,320,실습/연습,수업 준비하기(11/13)
3377,320,실습/연습,구상 및 설계하기
3378,320,실습/연습,디자인하기
3379,320,실습/연습,3D펜으로 만들기
3380,320,실습/연습,작품 전시 및 마무리
3381,177,실습/연습,인사 및 준비물 준비
3383,177,실습/연습,센서 설계도면 포트폴리오 작성
3384,177,실습/연습,센서가 들어갈 본체 만들기
3385,177,실습/연습,직접 코딩해보기
3392,119,실습/연습,준비하기
3393,119,실습/연습,명찰달기
3394,119,실습/연습,게임 진행하기
3395,119,실습/연습,규칙 전달하기
3396,119,실습/연습,부스 홍보하기
3397,119,실습/연습,부스 운영하기
3398,119,실습/연습,부스를 원활히 운영하기
3400,119,실습/연습,운영 중 생기는 문제 해결하기
3401,119,실습/연습,참여자와 관계 형성하기
3404,160,실습/연습,실전에서 사용할 수 있도록 기술을 완성하기2
3405,160,실습/연습,1:1 대련하기(스파링)
3407,95,실습/연습,촬영 준비하기
3408,95,실습/연습,촬영하기1
3409,95,실습/연습,촬영하기2
3410,95,실습/연습,촬영 마무리하기
3437,395,실습/연습,사물을 이용한 캐릭터 자료 보고 따라 그리기
3443,61,실습/연습,수업 준비
3446,61,실습/연습,단풍잎 만들기
3447,61,실습/연습,게임하기
3448,61,실습/연습,손수건 만들기1
3449,61,실습/연습,액자 만들기1
3450,61,실습/연습,영상 시청하기(11/13)
3451,61,실습/연습,수업 준비 및 영상시청
3453,61,실습/연습,액자 만들기2
3454,61,실습/연습,손수건 만들기2
3458,396,실습/연습,지난 시간 곡 복습하기
3459,396,실습/연습,가온음치
3460,396,실습/연습,코드전환 연습
3473,175,실습/연습,스크래치 접속하기
3474,175,실습/연습,자유 작품 또는 예시 작품 만들기
3475,175,실습/연습,코딩의 다양한 키 사용하기
3476,175,실습/연습,작품에 어울리는 효과음 넣기
3477,175,실습/연습,작품 업로드 및 감상하기
3490,406,실습/연습,교구만들기
3491,406,실습/연습,교구미션비행
3494,38,실습/연습,겨울 공원 구성하기
3498,399,실습/연습,흑점을 관찰하기
3503,400,실습/연습,센서 연결하기
3505,400,실습/연습,근접센서 연결하기
3528,419,실습/연습,과자의 집 지붕 만들기
3530,419,실습/연습,과자의 집 지붕 꾸미기
3531,419,실습/연습,식용 색소를 이용하여 지붕 꾸미기
3532,419,실습/연습,과자의 집 마무리하기
3533,419,실습/연습,컵케익 장식하기
3534,419,실습/연습,컵케익 포장하기
3535,320,실습/연습,수업 준비하기(11/17)
3538,320,실습/연습,조별활동
3539,320,실습/연습,마무리 및 활동지 작성
3542,177,실습/연습,오브젝트를 활용하기
3543,177,실습/연습,오브젝트에 코드를 적용하기
3546,416,실습/연습,메이키메이키 키트 이용해서 게임패드 만들기
3548,416,실습/연습,선생님의 작품으로 미리 체험하기 및 필요한 재료 준비하기
3549,416,실습/연습,클레이를 이용해  프로그램 작동시키기
3552,417,실습/연습,AUTO DRAW 체험하기
3553,417,실습/연습,QUICK DRAW 체험하기
3554,417,실습/연습,AI FOR OCEANS 체험하기
3556,320,실습/연습,수업 준비하기(11/18)
3558,320,실습/연습,엠블록 실행하기
3559,320,실습/연습,엠봇 연결하기
3560,320,실습/연습,마무리 및 활동지 작성(11/18)
3561,418,실습/연습,로켓 관련 동영상 보기
3562,418,실습/연습,발사대 만들기
3563,418,실습/연습,발사대 이어붙이기
3564,418,실습/연습,로켓 날개 접어 이어붙이기
3565,418,실습/연습,로켓 완성하기
3566,418,실습/연습,로켓날리기
3569,177,실습/연습,게임 배경 만들기
3570,177,실습/연습,퀴즈 이벤트 코딩하기
3571,177,실습/연습,단서 제공 이벤트 코딩하기
3572,177,실습/연습,단서 찾기 이벤트 코딩하기
3573,177,실습/연습,실행하기
3574,345,실습/연습,2교시 준비
3575,345,실습/연습,2교시 도입
3576,345,실습/연습,2교시 전개
3577,345,실습/연습,2교시 정리
3582,50,실습/연습,책읽기(Kipper's birthday)
3584,50,실습/연습,독후활동(아이클레이케이크 만들기)
3585,50,실습/연습,완성하고 정리하기
3586,40,실습/연습,장식품 구상 및 붙이기
3587,40,실습/연습,와이어 연결하고 LED달기
3588,40,실습/연습,이젤 완성하기
3590,420,실습/연습,'무궁화 꽃이 피었습니다' 연습게임
3591,420,실습/연습,'무궁화 꽃이 피었습니다' 게임 진행
3592,420,실습/연습,조별 모임 및 진행 순서 확인하기
3594,420,실습/연습,구슬치기 게임 진행
3596,420,실습/연습,사방치기 게임 진행
3598,420,실습/연습,딱지치기 게임 진행
3600,420,실습/연습,공기놀이 게임 진행
3601,420,실습/연습,달고나 모양 뽑기
3605,49,실습/연습,어플을 활용해 사진 콜라주 만들기
3606,49,실습/연습,어플을 활용해 글씨 삽입하기
3607,49,실습/연습,어플을 활용해 그림 및 스티커 효과 넣어 썸네일 꾸며보기
3608,49,실습/연습,자기가 만든 썸네일에 적절한 영상 내용 구상해보기
3613,52,실습/연습,준비하기(11/20)
3614,52,실습/연습,커피 제조 및 시음 해보기
3615,52,실습/연습,카페 운영 1
3616,52,실습/연습,카페 운영 2
3617,52,실습/연습,카페 운영 3
3618,52,실습/연습,카페 운영 4
3624,87,실습/연습,거미줄 만들기
3625,87,실습/연습,컵 뚜껑에 거미 연결하기
3626,87,실습/연습,컵 뚜껑에 거미 받기 놀기 및 정리
3627,87,실습/연습,밧줄 매듭짓기
3628,87,실습/연습,밧줄 놀이
3629,87,실습/연습,짝짓기 놀이 및 정리
3630,76,실습/연습,소중한 사람에게 줄 카드 꾸미기
3631,76,실습/연습,쿠키 아이싱 꾸미는 방법 설명
3632,76,실습/연습,아이싱 색 혼합하기
3633,76,실습/연습,쿠키꾸미기
3636,420,실습/연습,뉴트로문화놀이 자율부스 게임체험
3637,420,실습/연습,정리 및 마무리
3639,159,실습/연습,실습 시작
3640,159,실습/연습,실습 전개 및 수정 작업
3641,159,실습/연습,완성품 마무리 및 사진촬영
3643,159,실습/연습,페인스페인팅 실습 시작
3644,159,실습/연습,페이스페인팅 수정 작업
3645,159,실습/연습,마무리 및 사진촬영
3647,186,실습/연습,초성 활용 마음가짐 키워드
3649,175,실습/연습,마우스포인터로 이동하기
3650,175,실습/연습,도장찍기 기능알고 비교하기
3651,175,실습/연습,"반복,복제 기능 익히기"
3652,175,실습/연습,스스로 완성해보고 응용작품 만들기
3653,175,실습/연습,공유한 작품 감상하기
3654,175,실습/연습,준비 및 인사
3658,186,실습/연습,내 마음과 만나는 꿈 질문 작성 및 공유
3659,132,실습/연습,재료 준비하기
3660,132,실습/연습,조리하기 1
3661,132,실습/연습,조리하기 2
3662,132,실습/연습,플레이팅 및 시식하기
3664,400,실습/연습,작업환경준비하기(아두이노 설치)
3666,400,실습/연습,Blynk 설치하기1
3667,400,실습/연습,Blynk 설치하기2
3668,400,실습/연습,Device 연결하기
3669,400,실습/연습,LED 제어하기
3670,320,실습/연습,수업 준비하기(11/24)
3671,320,실습/연습,자율주행 설명 듣기 및 활동지 작성
3672,320,실습/연습,초음파 거리센서로 거리 측정하기
3673,320,실습/연습,장애물 만나면 빨간색 LED 켜기
3674,320,실습/연습,자율주행 로봇 만들기
3675,320,실습/연습,활동지 작성 마무리 및 엠봇 축구경기
3680,186,실습/연습,청바지스타그램 작성 및 인증사진 올리기
3681,186,실습/연습,프로젝트 마무리
3682,177,실습/연습,수업준비하기(11/24)
3683,177,실습/연습,방 탈출하기
3684,177,실습/연습,옥상으로 올라 가는 점프 맵 만들기
3685,177,실습/연습,장면 전환 및 섬 탈출하기
3692,425,실습/연습,우리 함께해요
3693,425,실습/연습,관계 맺기
3694,425,실습/연습,나의 삶의 의미 찾기
3695,425,실습/연습,사회 속의 나 찾기
3696,425,실습/연습,우리의 소망
3702,426,실습/연습,서로 다른 우리 인식하기
3703,46,실습/연습,준비하기
3704,46,실습/연습,"노래, 대사 따라하기"
3705,46,실습/연습,리허설
3708,46,실습/연습,스트레칭으로 몸풀기
3709,46,실습/연습,영상 보고 노래 들어보기
3710,46,실습/연습,대본연습 및 포즈 취하며 노래
3711,46,실습/연습,리허설 하기
3713,320,실습/연습,수업 준비하기(11/25)
3716,320,실습/연습,버튼 조건 코딩하기
3717,320,실습/연습,챌린지 하기
3718,177,실습/연습,수업 준비하기(11/26)
3721,177,실습/연습,개별 프로젝트 만들기
3723,427,실습/연습,우리 지역 체험학습 활동 보고서 쓰기
3724,427,실습/연습,비주얼 씽킹으로 자원의 특성과 활용 정리하기
3725,428,실습/연습,상태변화 써클맵으로 나타내기
3732,430,실습/연습,준비
3733,430,실습/연습,도입
3734,430,실습/연습,전개
3735,430,실습/연습,정리
3737,431,실습/연습,악곡의 특징을 이해하며 개성있게 노래 부르거나 악기로 연주한다
3739,432,실습/연습,"자료를 줄기잎그림, 도수분포표 등으로 정리한 후 시각화함(인포그래픽)"
3740,432,실습/연습,자료를 해석한 후 통계포스터 만들기
3743,434,실습/연습,청소년의 비합리적인 소비행동관련 책표지만들기
3744,434,실습/연습,소비자 문제의 종류 중 1개를 선택하여 이에 대한 내용증명서 작성해보기
3745,434,실습/연습,광고분석하기
3746,435,실습/연습,자신의 가치 있는 경험을 개성적인 발상과 표현으로 형상화 한다.
3747,435,실습/연습,"생각이나 느낌, 경험을 드러내는 다양한 표현을 활용하여 글을 쓴다."
3750,436,실습/연습,과학 원리를 활용한 간단한 창의적 설계 해보기
3751,436,실습/연습,미래 유망 기술 자료집을 만들어보기
3755,77,실습/연습,카페운영 준비하기
3756,77,실습/연습,카페 운영 시작
3757,77,실습/연습,커피 내리는 방법 배우기
3758,77,실습/연습,"머신기, 스팀기 다루기"
3759,77,실습/연습,손님 응대하기
3763,2,실습/연습,3분할 촬영하기
3764,2,실습/연습,대칭 촬영하기
3765,2,실습/연습,입체감 주어 촬영하기
3766,2,실습/연습,이어지는 길 촬영하기
3767,2,실습/연습,대각선 촬영하기
3768,2,실습/연습,비슷한 형태 반복 촬영하기
3769,2,실습/연습,인물 촬영하기
3770,2,실습/연습,불필요 영상 편집하기
3771,2,실습/연습,빈영상 넣어 편집하기
3772,2,실습/연습,"화이트, 블랙 페이드 넣어 편집하기"
3773,2,실습/연습,효과음 넣어 편집하기
3774,2,실습/연습,마무리 영상 찍어 편집하기
3775,2,실습/연습,배경음악 넣어 편집하기
3776,2,실습/연습,편집 영상 확인해보기
3777,2,실습/연습,자막 넣어 편집하기
3778,2,실습/연습,편집영상 PC화면에서 확인하기
3779,2,실습/연습,관련 동영상 보기
3782,53,실습/연습,게임하기
3783,53,실습/연습,카드쓰기
3787,159,실습/연습,향수시향 해보기
3788,159,실습/연습,향수만들어보기
3789,177,실습/연습,노트북 세팅하고 수업 준비하기
3790,177,실습/연습,개인 과제 완성하기
3794,177,실습/연습,공유된 게임 해보기
3795,320,실습/연습,엠봇맵 수업준비하기
3797,320,실습/연습,엠봇맵 만들기
3798,320,실습/연습,친구들과 조별 엠봇맵 시연
3801,161,실습/연습,향수 시향하기
3802,161,실습/연습,향수 만들기
3803,161,실습/연습,정리 및 마무리
3806,160,실습/연습,향수 시향하기
3807,160,실습/연습,향수 만들기 체험하기
3808,160,실습/연습,향수 시향 및 정리하기
3810,87,실습/연습,프레그북 속지에 들어갈 곤충과 꽃 채색하기
3811,87,실습/연습,채색된 곤충과 꽃 속지에 붙이기
3812,87,실습/연습,책 내용 꾸미기
3813,87,실습/연습,겉표지 만들기
3814,87,실습/연습,뒤표지 만들기 및 정리하기
3823,35,실습/연습,망사리 매듭 만들기
3824,35,실습/연습,망사리 뒤집기
3825,35,실습/연습,태왁걸기
3827,35,실습/연습,오르골 만들기
3842,74,실습/연습,인공지능 학습 체험하기(시뮬레이터2)
3843,117,실습/연습,게 넘는 개 만들기
3845,117,실습/연습,Entry 들어가기
3846,421,실습/연습,1교시 도입
3847,421,실습/연습,1교시 전개
3848,421,실습/연습,1교시 정리
3849,421,실습/연습,2교시 도입
3850,421,실습/연습,2교시 전개
3851,188,실습/연습,도입1
3852,188,실습/연습,전개1
3853,188,실습/연습,정리1
3854,188,실습/연습,도입2
3855,188,실습/연습,전개2
3856,188,실습/연습,정리2
3857,421,실습/연습,2교시 정리
3858,421,실습/연습,3교시 도입
3859,421,실습/연습,3교시 전개
3860,421,실습/연습,3교시 정리
3861,422,실습/연습,1교시 도입
3862,422,실습/연습,1교시 전개
3863,422,실습/연습,1교시 정리
3864,422,실습/연습,2교시 도입
3865,422,실습/연습,2교시 전개
3866,422,실습/연습,2교시 정리
3867,422,실습/연습,3교시 도입
3868,422,실습/연습,3교시 전개
3869,422,실습/연습,3교시 정리
3870,423,실습/연습,1교시 도입
3871,423,실습/연습,1교시 전개
3872,423,실습/연습,1교시 정리
3873,423,실습/연습,2교시 도입
3874,423,실습/연습,2교시 전개
3875,423,실습/연습,2교시 정리
3876,423,실습/연습,3교시 도입
3877,423,실습/연습,3교시 전개
3878,423,실습/연습,3교시 정리
3879,248,실습/연습,3교시 정리
3880,175,실습/연습,게임 만드는 방법 배우기
3881,175,실습/연습,코딩 만들기
3882,175,실습/연습,선생님께 아이디어 확인받기
3885,175,실습/연습,정리 및 마무리
3886,325,실습/연습,준비2
3887,325,실습/연습,도입2
3889,117,실습/연습,어항만들기
3890,117,실습/연습,도장으로 작품만들기(12/2)
3891,251,실습/연습,팽이와 팽이 슈터 만들기
3892,251,실습/연습,친구들과 게임 하기
3893,251,실습/연습,응원도구 만들기
3894,251,실습/연습,자동차 와이퍼 만들기
3905,442,실습/연습,인간의 성장을 다룬 문학작품을 읽고 자신의 삶과 관련지어 감상문 쓰기
3906,442,실습/연습,타당성을 판단하며 듣고 근거를 들어가며 자신의 주장 말하기
3907,378,실습/연습,새싹에 대해 상상해보기
